id,distance
0,18.875199999999992
1,16.43969999999998
2,12.072299999999911
3,17.01499999999998
4,8.736900000000002
5,3.2846999999999915
6,4.654499999999994
7,11.448900000000007
8,2.1008999999999998
9,17.107400000000013
10,1.8630249999999984
11,20.208
12,6.389200000000019
13,12.273899999999898
14,21.410800000000016
15,10.580499999999997
16,0.7062999999999704
17,4.773699999999987
18,11.540399999999956
19,0.07140000000000235
20,9.362699999999847
21,11.861199999999991
22,22.351700000000058
23,17.67869999999992
24,70.75619999999992
25,8.831199999999994
26,2.764099999999985
27,6.024000000000044
28,0.7004000000000064
29,1.7575000000000056
30,12.519500000000036
31,28.248500000000092
32,0.5925620000000014
33,11.321699999999964
34,32.349500000000035
35,3.255699999999995
36,8.391099999999984
37,6.28900000000003
38,23.266199999999966
39,2.079999999999988
40,5.642899999999963
41,2.2578999999999945
42,20.897699999999872
43,6.1433000000000115
44,17.79080000000003
45,2.692399999999981
46,12.073799999999993
47,0.8066000000000121
48,13.619399999999976
49,0.2436
50,10.628999999999976
51,2.5659999999999954
52,2.3562000000000016
53,8.659099999999974
54,26.1443
55,5.2140999999999895
56,134.02030000000002
57,1.1768000000000145
58,3.868399999999985
59,1.7854999999999883
60,1.4962999999999802
61,1.288299999999993
62,7.477100000000036
63,1.9213000000000005
64,3.3105000000000366
65,15.558600000000013
66,7.901299999999981
67,8.432000000000002
68,10.863500000000002
69,7.8334000000000135
70,15.124299999999984
71,34.46840000000006
72,1.553299999999999
73,24.716299999999862
74,14.178899999999935
75,18.797299999999915
76,5.916299999999992
77,55.18170000000003
78,21.868200000000034
79,14.70260000000001
80,11.365800000000052
81,2.7377000000000216
82,6.712199999999987
83,7.081700000000002
84,7.636899999999947
85,2.014020999999998
86,12.183900000000028
87,1.4698000000000009
88,0.35100000000000264
89,2.7129999999999916
90,8.4786
91,10.164500000000004
92,40.51639999999989
93,4.427600000000003
94,3.673599999999997
95,46.266800000000366
96,8.45399999999999
97,2.6704000000000185
98,3.6585999999999856
99,0.8440000000000012
100,3.2618000000000085
101,5.709299999999999
102,15.216299999999736
103,16.559700000000092
104,2.866299999999991
105,13.305499999999974
106,5.1280000000000046
107,19.843299999999985
108,5.06169999999997
109,6.12709999999996
110,14.891699999999929
111,4.2916000000000265
112,3.585099999999976
113,21.993800000000306
114,1.368000000000002
115,5.4760999999999855
116,3.9853999999999883
117,4.810000000000004
118,11.278499999999983
119,12.180099999999989
120,22.514
121,11.191999999999922
122,28.12250000000001
123,1.0839000000000034
124,3.2594000000000096
125,17.601599999999877
126,0.8543000000000145
127,9.020399999999988
128,358.8218
129,0.5560999999999994
130,41.98890000000007
131,12.532899999999929
132,46.022999999999854
133,2.0477999999999934
134,4.265300000000018
135,3.5655999999999857
136,1.0984670000000003
137,8.181699999999992
138,17.903300000000147
139,5.686599999999998
140,2.3999999999999737
141,5.581700000000003
142,2.434199999999993
143,0.22159499999999988
144,2.513099999999998
145,1.6210999999999842
146,1.8321999999999985
147,2.4291
148,5.24619999999998
149,14.3517
150,3.222999999999949
151,19.97439999999993
152,6.189599999999992
153,17.229500000000044
154,4.302199999999998
155,31.87969999999973
156,4.113100000000017
157,21.078800000000022
158,8.926899999999954
159,13.345200000000007
160,8.9862
161,7.967699999999965
162,9.271399999999948
163,18.41839999999997
164,8.448299999999946
165,4.945400000000001
166,8.928600000000024
167,20.751000000000005
168,6.7741000000000025
169,13.088899999999967
170,9.633300000000009
171,1.285299999999996
172,7.360500000000017
173,50.82230000000003
174,28.21389999999999
175,5.066264000000001
176,68.64409999999972
177,6.678700000000006
178,11.16559999999999
179,2.697200000000004
180,1.4272999999999954
181,1.6313000000000042
182,11.143799999999983
183,1.2815999999999996
184,1071.2248999999988
185,2.6223000000000702
186,2.544099999999993
187,0.8703999999999859
188,20.30209999999986
189,13.148899999999974
190,3.160499999999997
191,7.927799999999976
192,202.58739999999992
193,10.453199999999939
194,4.917999999999988
195,12.647700000000011
196,15.033400000000055
197,1.4627999999999988
198,5.3767000000000165
199,7.122599999999991
200,15.705399999999926
201,14.343100000000018
202,4.786900000000003
203,11.165599999999957
204,0.9721999999999992
205,0.7012999999999927
206,3.3473999999999844
207,0.32330000000000025
208,11.451500000000074
209,1.9431999999999992
210,9.488899999999964
211,11.710200000000127
212,0.1901999999999973
213,5.741999999999987
214,79.64760000000007
215,4.6892000000000715
216,16.16400000000003
217,2.1829000000000107
218,28.694700000000022
219,8.037299999999984
220,10.550199999999986
221,25.57190000000001
222,9.746100000000016
223,8.729700000000001
224,6.893599999999952
225,11.486499999999976
226,5.120999999999995
227,1.961400000000012
228,3.7461000000000015
229,4.069199999999982
230,10.21860000000003
231,8.837499999999997
232,1.8129000000000013
233,27.082700000000006
234,0.09249999999999936
235,16.151300000000038
236,7.912599999999994
237,3.575000000000003
238,14.687300000000008
239,46.24569999999992
240,12.242899999999981
241,3.3882000000000225
242,4.227
243,1.6602000000000032
244,10.954900000000016
245,4.802800000000005
246,6.550399999999996
247,5.328899999999997
248,0.6101999999999967
